,Income,Balance,Debt,Score,Default,term_labels
602,35900.0,1780.0,529.0,886.0,0,0
603,47800.0,1120.0,0.0,894.0,0,0
604,34000.0,1460.0,2317.0,337.0,1,1
605,44500.0,740.0,0.0,972.0,0,1
606,45500.0,690.0,0.0,796.0,0,0
607,42900.0,1030.0,0.0,988.0,0,1
608,39700.0,1410.0,4027.0,249.0,1,1
609,37100.0,1210.0,325.0,550.0,0,0
610,43700.0,1020.0,17.0,849.0,0,1
611,30800.0,1790.0,0.0,446.0,0,0
612,46700.0,890.0,0.0,580.0,0,0
613,33900.0,1540.0,2222.0,503.0,0,1
614,44200.0,1630.0,752.0,596.0,0,0
616,43000.0,1420.0,0.0,1000.0,0,0
617,39400.0,960.0,1471.0,641.0,0,1
618,41300.0,1080.0,0.0,831.0,0,0
619,41400.0,1330.0,0.0,883.0,0,1
620,41500.0,1170.0,332.0,683.0,1,0
621,42000.0,1510.0,0.0,875.0,0,0
622,39500.0,1210.0,778.0,826.0,0,1
623,41900.0,1410.0,1330.0,822.0,0,1
624,35700.0,1120.0,650.0,624.0,0,1
625,45800.0,1100.0,733.0,707.0,0,0
626,37300.0,1280.0,1698.0,578.0,0,1
627,34700.0,1710.0,0.0,288.0,0,1
628,32100.0,1560.0,1448.0,296.0,0,1
629,42400.0,1400.0,347.0,642.0,0,0
630,41800.0,1400.0,0.0,771.0,0,1
632,42700.0,1130.0,0.0,642.0,0,1
633,42600.0,1330.0,219.0,686.0,0,0
634,36700.0,1260.0,0.0,524.0,0,1
635,41300.0,1280.0,0.0,787.0,0,1
636,35300.0,770.0,0.0,873.0,0,0
637,36700.0,900.0,2235.0,413.0,0,1
638,33700.0,910.0,424.0,551.0,0,1
639,37400.0,1060.0,0.0,527.0,0,1
640,37200.0,1620.0,0.0,952.0,1,0
641,29900.0,1640.0,0.0,367.0,0,1
643,37500.0,1660.0,733.0,528.0,0,0
644,39100.0,1250.0,1010.0,292.0,0,1
645,33700.0,930.0,989.0,747.0,0,1
646,34700.0,970.0,220.0,524.0,0,1
647,42700.0,1590.0,1621.0,687.0,0,1
648,35900.0,1220.0,0.0,604.0,0,0
649,34500.0,1060.0,0.0,743.0,0,1
650,55600.0,1560.0,0.0,1000.0,0,0
651,38900.0,1220.0,2554.0,392.0,0,1
652,39300.0,1030.0,0.0,764.0,0,0
653,47000.0,1370.0,1197.0,640.0,0,1
654,47500.0,1430.0,2730.0,495.0,0,1
655,49400.0,760.0,1104.0,902.0,0,1
656,32600.0,860.0,1540.0,486.0,0,1
657,46300.0,880.0,0.0,869.0,0,1
658,36000.0,1510.0,0.0,290.0,0,0
659,44900.0,1180.0,0.0,579.0,0,1
660,38400.0,1650.0,30.0,921.0,0,1
661,28400.0,1240.0,0.0,824.0,0,0
662,42100.0,910.0,0.0,546.0,0,0
663,40400.0,920.0,1323.0,392.0,0,1
664,35400.0,1420.0,0.0,813.0,0,1
665,33300.0,700.0,0.0,361.0,0,1
666,33500.0,1630.0,893.0,633.0,0,1
667,42200.0,1640.0,0.0,795.0,0,1
668,41300.0,980.0,460.0,662.0,0,1
669,43400.0,1170.0,1648.0,480.0,0,1
670,28700.0,1020.0,0.0,733.0,0,1
671,23100.0,1210.0,500.0,387.0,0,0
672,50600.0,1540.0,0.0,463.0,0,1
673,41400.0,1550.0,2389.0,474.0,0,1
674,48200.0,1800.0,551.0,935.0,0,0
675,39900.0,1460.0,0.0,954.0,0,0
676,40300.0,1300.0,0.0,905.0,0,1
677,45800.0,1700.0,0.0,982.0,0,1
678,32000.0,1240.0,0.0,647.0,0,1
679,41300.0,840.0,861.0,638.0,0,1
680,40100.0,1370.0,0.0,726.0,0,1
681,42700.0,840.0,0.0,748.0,0,1
682,37800.0,1850.0,2788.0,279.0,1,1
683,45400.0,1710.0,3566.0,326.0,1,0
684,45300.0,1150.0,343.0,555.0,0,1
685,34100.0,640.0,0.0,626.0,0,0
686,35000.0,1500.0,395.0,403.0,0,1
687,39100.0,1300.0,0.0,529.0,0,1
688,34000.0,770.0,0.0,828.0,0,1
689,37500.0,740.0,0.0,809.0,0,0
690,40900.0,1130.0,573.0,604.0,0,1
691,41500.0,1590.0,171.0,892.0,0,1
692,39200.0,1630.0,790.0,714.0,1,0
693,42000.0,1010.0,1423.0,492.0,0,0
694,38500.0,1080.0,303.0,650.0,0,0
695,41500.0,1050.0,0.0,549.0,0,0
696,35700.0,770.0,478.0,701.0,0,1
697,35600.0,1150.0,0.0,648.0,0,0
698,40500.0,1670.0,28.0,691.0,0,0
699,46100.0,1170.0,2682.0,598.0,0,0
700,45700.0,1110.0,173.0,898.0,0,1
701,42900.0,1550.0,0.0,837.0,0,1
702,38100.0,1810.0,1599.0,685.0,0,1
703,42700.0,1090.0,0.0,592.0,0,0
704,29100.0,1730.0,325.0,640.0,0,1
705,40400.0,1260.0,0.0,1000.0,0,1
706,39100.0,1110.0,0.0,843.0,0,0
707,41300.0,1340.0,0.0,996.0,0,0
708,30800.0,1560.0,3018.0,199.0,1,1
709,38700.0,1390.0,0.0,903.0,0,1
710,27500.0,1330.0,1402.0,388.0,0,1
711,45700.0,1270.0,0.0,821.0,0,1
712,42800.0,1170.0,0.0,659.0,0,0
713,47900.0,1080.0,1443.0,639.0,0,0
714,35900.0,690.0,0.0,462.0,0,0
715,39800.0,1570.0,991.0,520.0,0,1
716,34000.0,710.0,0.0,756.0,0,1
717,36500.0,1100.0,0.0,812.0,0,0
718,41200.0,1230.0,0.0,842.0,0,0
719,30900.0,1370.0,918.0,341.0,0,0
720,38800.0,1350.0,197.0,873.0,0,0
721,36400.0,1270.0,1367.0,498.0,0,1
722,43600.0,1270.0,0.0,797.0,0,1
723,42800.0,1460.0,0.0,692.0,0,1
724,35000.0,1390.0,0.0,718.0,0,0
725,48400.0,1080.0,946.0,422.0,0,1
726,28000.0,1200.0,0.0,477.0,0,0
727,55100.0,1690.0,3806.0,323.0,0,1
728,63700.0,1170.0,1408.0,1000.0,0,1
729,67900.0,1910.0,0.0,1000.0,0,0
730,46400.0,1660.0,2341.0,989.0,0,0
731,50700.0,1520.0,3336.0,649.0,0,0
732,63700.0,2070.0,1771.0,1000.0,0,0
733,47300.0,2080.0,0.0,831.0,0,1
734,58500.0,1710.0,4835.0,804.0,0,0
735,63100.0,2030.0,2860.0,976.0,0,1
736,54600.0,1970.0,467.0,1000.0,0,1
737,50500.0,1610.0,1613.0,649.0,0,1
738,63400.0,1580.0,1468.0,902.0,0,1
739,62000.0,2340.0,4155.0,782.0,0,1
740,59900.0,1900.0,4502.0,627.0,0,0
741,55800.0,1580.0,2584.0,1000.0,0,0
742,52400.0,1740.0,0.0,1000.0,0,1
743,46100.0,1730.0,0.0,865.0,0,0
744,58200.0,2240.0,0.0,1000.0,0,1
745,62900.0,1750.0,0.0,1000.0,0,1
746,61200.0,1640.0,0.0,936.0,0,1
747,44800.0,1450.0,2085.0,913.0,0,1
748,57800.0,2500.0,1165.0,954.0,0,0
749,58600.0,1270.0,3732.0,959.0,0,0
750,57800.0,1790.0,2777.0,918.0,0,0
751,44800.0,2530.0,2345.0,737.0,0,1
752,56200.0,920.0,1995.0,1000.0,0,1
754,58100.0,1350.0,2264.0,878.0,0,1
755,51800.0,1050.0,0.0,814.0,0,1
756,66200.0,1700.0,0.0,1000.0,0,0
757,63700.0,1630.0,1912.0,1000.0,0,1
758,64000.0,2420.0,0.0,1000.0,0,1
759,61700.0,1380.0,0.0,629.0,0,0
760,56300.0,2020.0,2542.0,957.0,0,0
761,69500.0,1060.0,2967.0,990.0,0,1
762,56000.0,2160.0,0.0,1000.0,0,1
763,59900.0,2120.0,5531.0,642.0,0,1
764,62300.0,1390.0,0.0,822.0,0,1
765,56400.0,2340.0,1291.0,946.0,0,0
766,76900.0,1590.0,1085.0,828.0,0,1
767,56200.0,1720.0,1482.0,945.0,0,1
768,61000.0,1340.0,1867.0,861.0,0,0
769,60400.0,1890.0,0.0,1000.0,0,0
770,53100.0,820.0,0.0,777.0,0,0
771,53400.0,2470.0,0.0,671.0,0,1
772,49600.0,2250.0,72.0,1000.0,0,0
773,45800.0,1600.0,0.0,915.0,0,0
774,53200.0,1310.0,0.0,360.0,0,0
775,62500.0,2100.0,1722.0,1000.0,0,0
776,60400.0,1390.0,0.0,1000.0,0,0
777,54600.0,1560.0,2621.0,664.0,0,1
778,66200.0,1240.0,1816.0,1000.0,0,1
779,67600.0,1240.0,0.0,851.0,0,1
780,59300.0,2350.0,0.0,1000.0,0,0
781,65400.0,2030.0,0.0,1000.0,0,0
782,65500.0,1120.0,0.0,1000.0,0,0
783,53900.0,1160.0,1874.0,930.0,0,1
784,52100.0,1690.0,2241.0,934.0,0,0
785,57300.0,1360.0,7279.0,102.0,1,0
786,64500.0,1960.0,4494.0,607.0,0,1
787,76500.0,4860.0,0.0,1000.0,0,1
788,78500.0,4160.0,7612.0,902.0,0,0
789,73500.0,6020.0,4513.0,512.0,0,0
790,86000.0,5570.0,8826.0,837.0,0,1
791,81800.0,3750.0,0.0,1000.0,0,0
792,78700.0,4220.0,2561.0,1000.0,0,0
793,68700.0,5350.0,6397.0,839.0,0,1
794,79800.0,3770.0,7300.0,881.0,0,1
795,78400.0,4320.0,0.0,1000.0,0,1
796,76600.0,5110.0,5761.0,943.0,0,0
797,61700.0,4920.0,0.0,1000.0,0,1
798,82100.0,5720.0,0.0,1000.0,0,1
799,75300.0,4210.0,0.0,1000.0,0,0
800,81900.0,3020.0,7620.0,818.0,0,0
801,79900.0,3720.0,12891.0,0.0,1,1
802,43200.0,1340.0,0.0,684.0,0,0
803,11800.0,1070.0,0.0,193.0,1,0
804,61800.0,1110.0,1565.0,585.0,1,0
805,33900.0,1600.0,0.0,590.0,0,0
806,31400.0,1310.0,0.0,888.0,0,0
807,44000.0,1770.0,1950.0,58.0,0,1
808,32100.0,1880.0,0.0,645.0,0,0
809,30200.0,1810.0,0.0,557.0,0,0
810,46300.0,1680.0,1159.0,292.0,0,0
811,29900.0,2190.0,1071.0,453.0,0,0
812,33200.0,690.0,570.0,564.0,0,1
813,26900.0,2080.0,3318.0,125.0,1,0
814,28400.0,2550.0,1365.0,421.0,0,0
815,29100.0,990.0,1258.0,441.0,0,0
816,46000.0,2060.0,1855.0,649.0,0,0
817,37600.0,1000.0,695.0,830.0,0,0
818,34900.0,730.0,0.0,762.0,0,1
819,31400.0,1080.0,0.0,829.0,0,0
820,38500.0,1620.0,0.0,875.0,0,0
821,34800.0,720.0,0.0,777.0,0,0
822,43700.0,1680.0,0.0,856.0,0,0
823,44000.0,1550.0,0.0,950.0,0,0
824,22400.0,1040.0,1228.0,292.0,0,1
825,51700.0,970.0,6409.0,92.0,1,0
826,44200.0,810.0,293.0,908.0,0,0
827,34200.0,1320.0,0.0,928.0,0,0
828,24100.0,1060.0,0.0,459.0,0,0
829,37800.0,1760.0,1094.0,762.0,0,1
830,39500.0,1170.0,0.0,909.0,0,0
831,30900.0,1580.0,2840.0,171.0,1,1
832,35700.0,2380.0,0.0,740.0,0,0
833,24200.0,890.0,0.0,629.0,0,0
834,29300.0,1040.0,2265.0,192.0,1,0
835,44000.0,1240.0,0.0,933.0,0,1
836,28100.0,2110.0,492.0,492.0,0,0
837,23900.0,640.0,0.0,452.0,0,1
838,34900.0,1600.0,1386.0,560.0,0,1
839,33700.0,1960.0,0.0,884.0,0,1
840,24200.0,1880.0,0.0,455.0,0,0
841,36100.0,1570.0,0.0,984.0,0,1
842,23500.0,1310.0,0.0,461.0,0,0
843,24800.0,1490.0,1558.0,340.0,0,1
844,36400.0,2330.0,790.0,768.0,0,0
845,27700.0,980.0,0.0,776.0,0,0
846,40700.0,1000.0,0.0,664.0,0,0
847,26300.0,1760.0,0.0,489.0,0,0
848,29200.0,1500.0,0.0,755.0,0,0
849,36200.0,1510.0,0.0,812.0,0,1
850,27000.0,1510.0,0.0,436.0,0,1
851,30000.0,1270.0,3779.0,52.0,1,0
852,42500.0,1550.0,0.0,779.0,0,0
853,36400.0,1830.0,3032.0,360.0,1,0
854,42200.0,1500.0,2498.0,417.0,0,0
855,30800.0,1190.0,2355.0,177.0,1,0
